Timestamp,Accelerometer1.Max.X,Accelerometer1.Max.Y,Accelerometer1.Max.Z,Accelerometer2.Max.X,Accelerometer2.Max.Y,Accelerometer2.Max.Z,Accelerometer1.Min.X,Accelerometer1.Min.Y,Accelerometer1.Min.Z,Accelerometer2.Min.X,Accelerometer2.Min.Y,Accelerometer2.Min.Z,Temperature
2023-12-05 14:00:30,-0.004870653,0.01931477,0.9800136,0.004534721,-0.02233791,1.002855,-0.008901596,0.01528382,0.9679208,0.001847506,-0.02636886,0.9907625,22.68797
2023-12-05 14:01:00,-0.004870653,0.01931477,0.9813571,0.005878448,-0.02099419,1.010917,-0.008901596,0.01528382,0.9679208,0.001847506,-0.02502513,0.9907625,22.93612
2023-12-05 14:01:30,-0.003526926,0.02200198,0.9934499,0.008565664,-0.0196507,1.028384,-0.01561976,0.01394033,0.9598589,0.0005040169,-0.02636886,0.9638898,22.75416
2023-12-05 14:02:00,-0.0008397102,0.01931477,0.9961371,0.007222175,-0.01696324,1.020323,-0.01158881,0.01125288,0.9585154,-0.0008397102,-0.02771235,0.9827008,22.82033
2023-12-05 14:02:30,-0.004870653,0.02468944,0.9867318,0.005878448,-0.02233791,1.014948,-0.01158881,0.01394033,0.9679208,0.001847506,-0.02636886,0.9907625,22.75416
2023-12-05 14:03:00,-0.0008397102,0.02065849,0.9934499,0.005878448,-0.0196507,1.039134,-0.01024509,0.01125288,0.9128318,-0.003526926,-0.02905607,0.9773262,22.77435
2023-12-05 14:03:30,-0.004870653,0.01931477,0.9827008,0.005878448,-0.02233791,1.001512,-0.008901596,0.01528382,0.9679208,0.001847506,-0.02502513,0.989419,22.82033
2023-12-05 14:04:00,-0.004870653,0.01931477,0.9813571,0.005878448,-0.02233791,1.001512,-0.01024509,0.01528382,0.9692645,0.001847506,-0.02502513,0.9907625,22.73761
2023-12-05 14:04:30,-0.004870653,0.01931477,0.9800136,0.004534721,-0.02099419,1.001512,-0.01024509,0.01528382,0.9692645,0.001847506,-0.02502513,0.9907625,22.7578
2023-12-05 14:05:00,-0.004870653,0.01931477,1.000168,0.004534721,-0.02099419,1.004199,-0.008901596,0.01394033,0.9679208,0.0005040169,-0.02636886,0.9827008,22.69162
2023-12-05 14:05:30,-0.004870653,0.01931477,0.9934499,0.005878448,-0.02099419,1.018979,-0.008901596,0.01259661,0.9571717,0.0005040169,-0.02636886,0.9800136,22.84052
2023-12-05 14:06:00,-0.004870653,0.02065849,0.9867318,0.005878448,-0.0196507,1.025697,-0.01158881,0.01259661,0.9397044,-0.0008397102,-0.02905607,0.9853881,23.00591
2023-12-05 14:06:30,-0.004870653,0.02065849,0.9827008,0.005878448,-0.02099419,1.001512,-0.01024509,0.01394033,0.9638898,0.001847506,-0.02636886,0.9907625,22.80744
2023-12-05 14:07:00,-0.004870653,0.01931477,0.9907625,0.004534721,-0.02233791,1.004199,-0.008901596,0.01528382,0.9638898,0.001847506,-0.02636886,0.9800136,22.84052
2023-12-05 14:07:30,-0.004870653,0.01931477,0.9988243,0.005878448,-0.02099419,1.010917,-0.008901596,0.01528382,0.9464226,0.001847506,-0.02636886,0.9679208,22.69162
2023-12-05 14:08:00,-0.004870653,0.02065849,0.9988243,0.004534721,-0.02099419,1.021666,-0.01024509,0.01528382,0.9638898,0.0005040169,-0.02636886,0.974639,22.93976
2023-12-05 14:08:30,-0.004870653,0.01931477,0.9827008,0.005878448,-0.02233791,1.002855,-0.008901596,0.01528382,0.9679208,0.0005040169,-0.02636886,0.9907625,22.92323
2023-12-05 14:09:00,-0.003526926,0.01931477,0.9880753,0.007222175,-0.01830697,1.001512,-0.008901596,0.01528382,0.9638898,-0.0008397102,-0.02636886,0.9800136,22.93976
2023-12-05 14:09:30,-0.006214142,0.01931477,0.9853881,0.005878448,-0.02233791,1.002855,-0.008901596,0.01528382,0.9679208,0.001847506,-0.02502513,0.9880753,22.49302
2023-12-05 14:10:00,-0.006214142,0.01931477,0.9827008,0.004534721,-0.02233791,1.002855,-0.01024509,0.01528382,0.9679208,0.001847506,-0.02502513,0.9907625,22.77435
2023-12-05 14:10:30,-0.004870653,0.02065849,0.9921062,0.005878448,-0.0196507,1.044508,-0.01293254,0.01259661,0.9585154,0.0005040169,-0.03039956,0.9840443,22.97284
2023-12-05 14:11:00,-0.004870653,0.01931477,0.9853881,0.004534721,-0.02233791,1.006886,-0.01024509,0.01528382,0.9638898,0.001847506,-0.02636886,0.9853881,22.60888
2023-12-05 14:11:30,-0.004870653,0.02065849,0.9880753,0.007222175,-0.0196507,1.006886,-0.01024509,0.01528382,0.9679208,0.0005040169,-0.02771235,0.989419,22.57578
2023-12-05 14:12:00,-0.003526926,0.02065849,1.005543,0.005878448,-0.0196507,1.013604,-0.01024509,0.01528382,0.9531407,0.001847506,-0.02636886,0.9719518,22.74126
2023-12-05 14:12:30,-0.003526926,0.02200198,0.9921062,0.005878448,-0.02099419,1.014948,-0.01024509,0.01528382,0.9423916,0.0005040169,-0.02771235,0.9786699,22.57578
